Income,Taxes,Groceries,Meals,Utilities,Cloth,Alcohol,Fuel,Phone,Children,Adults,Ownhouse,Education.Level,HH Age,HH Gender,,Education Level,,,GHH: Gender of the Household Head,
"$29,169",430,4954,300,325,1080,0,2100,300,0,2,0,S,,F,,,,,,
"$19,109",0,5214,1440,1000,600,0,960,600,1,2,1,P,34,M,,,,,,
"$98,188",16293,5214,,620,0,5214,540,1260,0,3,0,B,35,M,,,,,,
"$68,340",11744,3128,960,400,0,1043,1200,600,0,2,0,M,64,M,,,,,,
"$26,800",3770,3129,810,750,660,1564,3600,5400,0,2,0,S,63,M,,,,,,
"$21,676",0,3650,420,450,720,1304,600,480,0,2,1,S,34,F,,,,,,
"$128,280",32225,6257,960,1320,1200,1043,600,1200,1,2,1,M,20,M,,,,,,
"$122,251",16190,9711,690,780,600,913,2070,1095,0,6,1,B,32,F,,,,,,
"$118,592",21116,10428,900,1000,1800,1825,3600,3000,0,5,0,M,36,M,,,,,,
"$56,469",8899,7821,1080,2680,720,521,22200,1200,0,2,1,B,24,F,,,,,,
"$81,500",15616,9385,480,550,1200,0,240,1680,0,2,1,I,62,M,,,,,,
"$12,000",531,3650,240,10,600,0,0,360,0,2,0,P,46,F,,,,,,
"$96,518",18823,10428,840,800,600,0,1440,1380,3,2,1,B,46,M,,,,,,
"$5,040",0,1304,0,2000,0,0,0,96,0,1,0,P,40,M,,,,,,
"$41,818",3521,5214,480,1035,120,1174,2400,1200,0,2,1,S,58,M,,,,,,
"$35,869",534,19553,180,2160,1500,652,3180,3000,4,2,1,I,43,M,,,,,,
"$94,112",19247,7300,1200,4000,750,0,2100,2100,0,2,1,M,44,M,,,,,,
"$49,100",7618,13035,0,1700,3000,0,1200,3120,0,2,1,I,18,M,,,,,,
"$57,491",5449,7821,720,890,480,782,2400,1200,2,3,1,I,34,M,,,,,,
"$62,562",9068,4432,1500,2210,1320,0,3600,1680,2,2,0,M,50,F,,,,,,
"$105,414",5973,14339,1860,1513,840,522,2400,4800,0,2,1,M,28,F,,,,,,
"$24,611",0,10428,30,750,30,0,1560,510,1,2,1,S,32,F,,,,,,
"$45,700",0,6431,440,1467,0,261,1660,2200,0,3,0,S,26,F,,,,,,
"$112,607",26762,10428,4800,1300,1200,0,2400,3000,0,3,1,B,37,F,,,,,,
"$12,090",0,1564,0,192,0,0,0,576,0,1,1,P,34,F,,,,,,
"$58,509",8959,5735,420,940,600,3389,2220,1320,0,2,1,M,54,M,,,,,,
"$66,220",4700,5214,600,215,720,0,1200,0,5,2,0,B,58,F,,,,,,
"$12,376",0,4171,0,900,600,0,720,720,0,1,0,S,46,F,,,,,,
"$103,053",23298,12514,1200,2000,1200,1043,720,3000,3,2,1,B,59,F,,,,,,
"$126,000",32048,6518,300,925,420,2346,1800,1500,1,2,1,B,27,M,,,,,,
"$101,593",22286,7821,1200,1040,780,3128,600,1200,0,2,1,M,39,M,,,,,,
"$64,234",8609,10428,720,2000,600,0,1440,1200,0,3,1,I,47,M,,,,,,
"$17,940",0,4171,0,720,240,1043,480,840,0,2,0,P,48,M,,,,,,
"$26,792",0,8342,360,60,720,0,1440,1440,2,1,1,S,25,M,,,,,,
"$225,500",86553,5214,1200,1500,240,5214,600,240,0,1,1,S,52,M,,,,,,
"$77,400",14230,7300,920,600,1800,1738,1800,1360,0,3,1,B,22,M,,,,,,
"$12,100",0,,0,2300,1200,0,480,840,0,1,1,P,32,F,,,,,,
"$53,870",7837,11732,2400,725,30300,2346,4320,2700,3,2,1,B,32,F,,,,,,
"$24,076",0,6257,360,110,240,1564,4200,420,2,1,0,S,52,M,,,,,,
"$13,279",0,3128,0,150,0,1304,720,504,0,1,1,P,32,F,,,,,,
"$15,980",0,3911,0,280,0,0,0,936,0,1,1,P,52,M,,,,,,
"$38,416",0,7821,600,290,360,496,240,720,0,2,1,S,26,F,,,,,,
"$53,700",3777,3128,0,275,180,0,900,1800,0,1,1,B,31,M,,,,,,
"$19,000",1803,5214,360,400,360,1043,1200,960,0,1,0,P,43,F,,,,,,
"$57,423",9582,10428,1440,1400,600,0,6000,1200,2,1,1,M,32,M,,,,,,
"$17,006",0,5214,600,1000,600,0,1200,1800,1,1,0,S,58,M,,,,,,
"$52,000",10946,4171,3600,2400,600,15642,1080,1200,0,1,0,B,59,M,,,,,,
,3238,10428,720,1300,0,782,2640,1920,1,2,1,I,32,F,,,,,,
"$64,044",8157,3650,240,300,480,1199,240,480,1,2,0,B,35,M,,,,,,
"$10,500",198,4171,0,1630,216,1043,216,480,0,1,1,S,49,M,,,,,,
"$107,219",23768,13035,960,2100,960,1043,1440,840,0,3,1,M,49,M,,,,,,
"$23,334",2748,3650,240,60,360,0,960,600,0,1,0,I,32,M,,,,,,
"$56,000",11593,4171,480,1150,240,521,1200,540,0,1,1,I,62,F,,,,,,
"$44,838",0,13035,300,500,0,52,1800,1080,1,2,1,B,32,M,,,,,,
"$54,000",11514,2607,720,1000,480,0,600,1200,0,1,1,B,49,F,,,,,,
"$85,000",16486,9125,2400,1550,1200,2086,1800,1650,0,2,1,B,29,F,,,,,,
"$31,000",4989,5214,1200,500,0,1043,600,360,0,1,0,I,60,M,,,,,,
"$23,100",0,2607,600,600,120,1043,660,420,0,1,1,I,30,M,,,,,,
"$10,900",0,10428,1200,800,0,0,3600,0,0,1,0,P,27,M,,,,,,
"$25,480",0,4171,180,200,0,0,360,480,0,2,0,S,35,F,,,,,,
"$79,458",15007,13035,300,1800,360,521,2640,720,5,2,1,B,51,M,,,,,,
"$101,097",30029,10428,390,1540,240,2607,3600,720,0,2,1,B,60,F,,,,,,
,10696,10428,720,3650,600,1043,2400,1440,2,3,1,M,59,F,,,,,,
"$15,764",0,7821,1620,400,1800,522,1680,1200,,2,1,P,27,M,,,,,,
"$12,880",0,5214,0,400,240,313,600,540,0,1,1,P,32,M,,,,,,
"$32,740",0,6518,600,400,240,913,960,390,0,2,1,I,30,M,,,,,,
"$72,453",12891,5214,1800,1500,1200,782,4200,1440,0,2,0,B,33,F,,,,,,
"$78,400",10737,7821,1800,1200,240,0,1440,828,0,3,1,B,44,M,,,,,,
"$50,006",0,15642,960,800,1680,0,2100,1080,2,3,0,B,58,M,,,,,,
"$96,420",19739,9125,1500,2200,1200,522,2040,1800,0,2,0,I,48,F,,,,,,
"$82,298",14802,15642,2400,2520,0,1564,2400,3600,3,2,1,I,33,M,,,,,,
"$78,564",14680,6257,240,1250,240,,660,840,0,2,1,B,40,M,,,,,,
"$62,482",9241,7821,1200,2000,600,1043,3600,4800,2,2,1,B,37,F,,,,,,
"$118,746",24682,16946,2640,2510,1800,1564,3600,1200,2,3,1,M,33,M,,,,,,
"$44,390",5915,6257,240,840,120,0,240,120,0,2,1,S,32,M,,,,,,
"$82,967",16529,9125,1500,1600,2700,3911,1560,360,3,2,1,B,28,F,,,,,,
"$49,725",5847,7821,0,1000,480,521,960,2400,0,2,0,P,57,F,,,,,,
"$54,500",11656,7821,2400,1000,2400,1043,0,1200,0,1,0,B,29,M,,,,,,
"$44,000",8690,2607,120,500,240,0,1800,1440,0,1,0,I,35,F,,,,,,
"$123,900",28907,10428,0,1900,0,4171,960,3600,1,3,1,M,57,F,,,,,,
"$47,347",2559,4563,510,445,240,0,660,2340,1,2,0,I,64,M,,,,,,
"$79,654",15323,7300,720,660,0,1043,3600,1800,0,2,1,M,33,F,,,,,,
"$10,920",0,1825,0,600,0,0,0,120,0,1,0,B,58,M,,,,,,
"$31,248",0,8343,360,570,240,0,4800,2700,1,2,0,S,57,M,,,,,,
"$54,060",11531,5214,840,600,0,1043,2400,1200,0,1,1,M,28,M,,,,,,
"$82,326",14734,4563,480,660,660,2086,690,1050,0,3,1,M,33,F,,,,,,
"$32,811",0,6778,0,1400,0,0,1800,1440,0,2,1,I,32,M,,,,,,
"$36,236",0,3650,960,3000,600,521,1800,720,0,1,1,I,26,M,,,,,,
"$61,822",7003,18249,480,320,960,2607,720,720,4,2,0,B,31,F,,,,,,
"$92,112",17435,9907,1680,1320,0,0,540,600,1,2,1,B,34,M,,,,,,
"$26,400",0,10428,600,800,900,0,600,600,0,2,1,P,33,F,,,,,,
"$109,885",24717,13035,1200,4000,240,3128,720,720,0,2,1,M,64,M,,,,,,
,20280,10428,1920,1900,420,4171,2940,1200,2,3,0,M,34,F,,,,,,
"$28,688",2688,3128,360,400,0,0,1200,0,1,1,0,I,30,M,,,,,,
"$33,640",0,7300,0,1560,120,521,480,240,0,2,1,S,42,F,,,,,,
"$37,300",5273,6778,720,111,0,0,2520,780,0,1,1,P,35,M,,,,,,
"$10,950",0,7821,360,1200,720,0,540,360,0,2,0,P,27,F,,,,,,
"$50,000",10378,5735,600,1300,1200,2607,360,720,0,1,1,B,35,F,,,,,,
"$35,501",4407,3598,480,2000,360,521,480,240,1,1,0,S,60,M,,,,,,
"$89,192",19699,7300,600,960,600,1043,3120,1920,3,2,0,M,29,F,,,,,,
"$57,760",7552,7821,1800,1600,1200,0,1800,780,0,3,1,B,52,M,,,,,,
"$29,211",0,2607,0,1000,600,0,240,300,0,1,1,I,56,F,,,,,,
"$24,081",0,5214,180,1050,360,0,600,240,2,1,1,S,41,F,,,,,,
"$48,292",6034,5736,1020,2950,600,391,2460,,1,2,1,I,43,F,,,,,,
,0,4171,0,1000,480,417,360,420,0,1,1,S,39,M,,,,,,
"$19,063",0,6257,720,1100,600,0,960,1020,1,1,0,P,29,F,,,,,,
"$14,920",0,6257,3360,900,720,1304,5280,1200,0,1,1,P,38,F,,,,,,
"$13,286",0,2607,1080,1080,180,1043,0,240,0,1,0,P,61,M,,,,,,
"$72,742",12376,8342,1200,1400,600,0,1200,480,2,2,1,B,65,M,,,,,,
"$10,556",0,2086,0,800,0,1043,0,180,0,1,0,S,44,M,,,,,,
"$114,084",12625,6778,1800,2500,1200,3128,3000,3000,1,4,1,M,47,M,,,,,,
"$18,000",276,6257,240,400,1680,261,1680,600,0,2,1,S,45,F,,,,,,
"$57,749",1649,5214,480,1500,2400,782,4200,7200,2,3,1,B,48,F,,,,,,
"$60,811",9907,6257,960,1060,0,0,0,1200,0,2,1,B,42,M,,,,,,
"$40,876",4691,8864,1200,3000,0,0,600,1440,1,2,1,I,32,F,,,,,,
"$39,828",4411,7821,960,1600,1200,2607,1920,1188,1,1,0,S,62,M,,,,,,
"$44,000",7552,9907,360,2460,1200,600,1230,1050,0,2,1,S,48,F,,,,,,
"$76,487",13469,6257,1200,1100,1200,1043,2880,1200,3,2,1,B,38,M,,,,,,
"$119,000",12205,4171,0,1100,0,0,0,1200,0,1,0,I,57,F,,,,,,
"$93,966",6983,7821,1200,2200,1200,0,1200,840,2,2,1,B,52,F,,,,,,
"$61,204",12647,12775,1290,1705,780,782,1776,600,1,2,1,M,53,F,,,,,,
"$78,204",19314,10428,0,1300,1200,2607,2400,720,1,2,1,S,64,F,,,,,,
"$74,000",13396,5214,1200,1150,900,782,2400,1800,0,2,1,M,50,M,,,,,,
"$48,846",5416,10428,1200,2200,360,0,720,1200,4,2,0,I,34,M,,,,,,
"$72,800",13057,4432,720,1050,150,1043,480,1074,0,2,0,M,34,F,,,,,,
"$85,000",16509,5214,1200,2725,600,5214,1800,1800,0,2,1,B,33,F,,,,,,
"$76,900",4854,5214,360,1800,240,1043,3120,1440,0,2,1,M,31,F,,,,,,
"$41,000",7836,4171,1800,1450,960,2607,1680,960,0,1,1,S,56,F,,,,,,
"$16,216",0,10428,0,2790,960,782,1440,1020,0,2,1,S,35,M,,,,,,
"$47,173",7191,5214,1800,1350,600,261,2640,4560,0,2,1,S,46,M,,,,,,
"$43,386",6132,10428,0,1240,0,1043,2400,1800,1,1,1,I,41,M,,,,,,
"$141,446",32841,8603,900,2175,720,391,2700,690,2,2,1,B,34,M,,,,,,
"$89,765",16322,12514,1560,1600,360,782,2400,1080,2,2,1,B,34,M,,,,,,
"$71,134",5308,11471,1800,1320,960,1043,2160,1800,0,3,1,M,52,F,,,,,,
"$25,772",0,4693,480,1200,300,261,2280,612,0,2,1,I,34,F,,,,,,
"$91,094",19333,7821,900,2200,600,0,5400,1440,1,2,1,B,35,F,,,,,,
"$76,308",6131,7821,360,300,720,,600,480,0,3,1,B,42,F,,,,,,
"$103,472",19469,13035,4800,1400,1200,652,2400,600,0,2,1,M,45,M,,,,,,
"$120,000",22943,5214,320,1800,800,1738,1600,1520,0,3,1,I,56,M,,,,,,
"$6,000",0,2607,0,550,0,0,0,480,0,1,1,P,58,F,,,,,,
"$106,978",22734,5214,720,1590,420,1304,300,540,0,2,1,B,33,M,,,,,,
"$20,000",1973,7821,960,1500,600,521,960,960,0,1,0,P,32,M,,,,,,
"$30,930",1346,5214,360,415,150,1043,1320,3960,0,2,0,I,36,M,,,,,,
"$31,000",4989,10428,0,800,0,0,0,2400,0,1,1,P,37,F,,,,,,
"$80,729",14352,11471,2160,1955,900,0,4500,1128,0,3,0,B,42,F,,,,,,
"$152,276",34655,13035,1200,2000,3600,1043,2400,1920,0,3,1,B,26,F,,,,,,
"$88,528",15879,13035,1800,4600,1200,521,0,1680,3,2,1,M,34,M,,,,,,
,5562,4171,960,700,240,1825,480,360,0,1,0,B,58,F,,,,,,
"$65,994",10199,3911,960,1685,900,913,1380,960,2,2,1,M,32,F,,,,,,
"$57,422",1379,18249,5400,2290,2400,0,4800,5400,8,5,1,B,57,F,,,,,,
"$19,180",0,3650,600,900,0,0,2400,2400,0,1,1,P,37,F,,,,,,
"$120,000",247,10428,1440,1600,480,2086,480,2640,0,2,1,M,42,F,,,,,,
"$90,835",15104,10428,1800,2200,480,2607,1560,1200,1,3,1,B,22,F,,,,,,
"$60,756",9810,10428,1200,2050,1200,1304,3000,840,3,2,1,I,36,M,,,,,,
"$12,324",0,5214,0,450,0,0,480,300,0,1,1,P,61,F,,,,,,
"$97,834",20153,3650,4800,1800,2400,9385,5040,1980,0,2,0,B,58,F,,,,,,
"$51,600",10832,4171,3000,1200,960,1043,1200,780,0,1,0,B,53,F,,,,,,
"$50,000",10378,5214,2400,2500,1200,2607,1440,600,0,1,1,I,50,F,,,,,,
"$93,163",16274,7300,270,1950,600,0,840,1080,2,2,0,M,36,F,,,,,,
"$36,500",847,7300,144,1200,120,0,480,420,0,3,1,P,50,F,,,,,,
"$79,000",21040,7821,600,3000,,10428,360,240,0,1,1,B,43,F,,,,,,
"$12,428",0,3911,0,120,0,0,960,960,0,2,1,P,29,F,,,,,,
,3685,6518,0,2000,1350,782,2040,840,0,4,0,B,57,F,,,,,,
"$118,500",26208,7821,600,1000,480,0,960,840,0,2,1,I,38,M,,,,,,
"$117,450",28714,10168,360,2100,360,1825,1080,420,0,2,1,I,32,F,,,,,,
"$47,000",5607,1825,3300,325,540,5214,2220,1800,0,2,1,I,53,F,,,,,,
"$18,438",0,7821,960,1320,360,1043,720,60,0,2,1,S,44,M,,,,,,
"$434,000",15510,26070,16800,3900,4800,1564,14400,1560,1,5,1,P,37,F,,,,,,
"$33,872",0,15642,0,90,2400,0,3000,1500,1,2,0,P,46,M,,,,,,
"$42,732",4485,7821,1140,115,1260,131,1440,1080,0,2,0,I,29,F,,,,,,
"$111,620",18977,9385,960,1750,960,521,1800,600,0,4,1,I,28,M,,,,,,
"$47,016",5302,4171,360,1500,600,522,3600,3240,0,2,1,P,59,F,,,,,,
,6124,26070,480,170,240,0,,1068,0,3,1,S,34,M,,,,,,
"$36,520",3066,4171,2820,1300,4680,4171,2160,2880,0,2,0,I,47,F,,,,,,
"$143,922",43364,13035,1080,2600,1320,2086,1080,420,2,2,1,B,30,F,,,,,,
"$45,000",8957,2086,4800,600,0,2607,1800,1200,0,1,1,I,56,F,,,,,,
"$34,498",0,8864,480,1120,240,0,2400,1200,0,2,1,I,37,M,,,,,,
"$9,280",0,3911,960,1290,480,1304,2400,1200,0,2,,S,34,M,,,,,,
"$51,000",10662,3650,360,2400,0,2086,2880,948,0,1,0,M,33,F,,,,,,
"$87,801",17821,13035,5400,800,600,2086,1800,1440,0,2,1,B,47,F,,,,,,
"$200,230",60965,6257,720,2500,600,1043,0,240,0,2,1,M,32,F,,,,,,
"$29,132",4445,2607,168,1600,240,0,120,240,0,1,1,S,59,F,,,,,,
"$44,620",5399,7821,0,200,0,0,2400,1800,0,2,0,I,,F,,,,,,
"$122,580",28090,5996,2400,1950,540,652,1800,900,0,2,1,M,38,M,,,,,,
"$180,061",52434,7821,2100,1400,3600,1043,3240,1860,0,2,0,I,29,M,,,,,,
"$32,427",0,5214,360,3000,300,521,2400,1200,0,3,1,I,32,M,,,,,,
"$59,588",4334,13035,360,1080,1800,0,2640,1080,3,3,1,B,34,M,,,,,,
"$116,795",23944,11732,2400,2500,3300,2086,2460,1200,2,2,1,B,31,F,,,,,,
"$105,316",21011,11471,720,1200,300,104,2400,1200,1,2,0,I,47,M,,,,,,
"$18,484",0,5214,240,546,0,1043,360,540,0,2,1,P,44,F,,,,,,
"$68,692",10708,10949,1560,1600,2400,521,2640,600,1,3,1,B,18,M,,,,,,
"$41,700",1758,2868,1800,1437,600,1304,864,960,0,1,1,S,26,M,,,,,,
,19087,13556,0,2800,600,521,2400,1020,2,3,1,P,40,F,,,,,,
"$66,400",11468,5214,2100,1500,720,1043,1140,4440,0,2,0,B,55,F,,,,,,
"$70,152",12653,5214,1200,800,600,1043,1440,1440,0,2,1,B,52,M,,,,,,
"$13,032",0,5214,240,90,720,1564,0,396,0,1,1,S,50,F,,,,,,
"$205,832",45157,6952,8000,917,3000,2781,1920,2160,0,4,0,B,34,F,,,,,,
"$137,560",33428,6257,1200,1500,,521,1200,1200,0,2,1,M,20,M,,,,,,
"$130,850",23989,,1800,2500,600,3650,2400,1200,0,4,1,M,37,F,,,,,,
"$8,450",0,5996,960,1250,0,0,1560,600,0,2,1,S,33,M,,,,,,
"$204,168",59980,8082,3060,2600,930,2347,1800,3300,0,3,1,B,56,M,,,,,,
"$56,095",0,7821,2520,1400,2400,1721,1080,2850,0,2,1,B,35,F,,,,,,
"$20,800",2099,1564,960,900,0,521,5400,3000,0,1,1,I,32,F,,,,,,
"$95,598",19515,7039,660,1000,1500,913,480,1380,0,2,0,B,27,F,,,,,,
"$60,000",9382,5214,3600,3200,0,2607,3840,1200,0,2,0,B,49,F,,,,,,
"$12,605",0,4693,480,800,1200,0,0,600,0,1,1,P,51,M,,,,,,
"$12,558",0,4171,0,1400,480,1043,420,600,0,1,1,P,42,M,,,,,,
"$11,908",0,4171,180,780,0,1043,0,540,0,1,0,P,39,M,,,,,,
"$115,390",25477,4954,1080,975,540,2607,570,360,0,2,0,M,33,M,,,,,,
"$12,506",0,4693,768,586,480,0,504,420,,1,0,P,60,F,,,,,,
,2981,3128,1440,720,0,0,960,1200,0,1,1,P,32,F,,,,,,
"$61,279",9241,13035,1440,1200,1200,521,480,720,0,2,1,B,63,F,,,,,,
"$12,532",0,2346,0,600,0,1825,0,180,0,1,0,P,25,M,,,,,,
"$81,402",14850,7821,0,2000,1200,1304,720,480,2,2,1,B,60,F,,,,,,
"$59,000",12647,5214,600,700,120,1825,360,720,0,2,1,B,48,F,,,,,,
"$93,200",17282,7561,2700,1680,900,1825,2700,1320,0,2,1,B,35,F,,,,,,
"$15,440",0,7300,480,1600,360,521,1200,840,0,1,1,P,58,M,,,,,,
"$14,300",246,7821,1680,1700,600,522,3000,1440,0,2,1,P,29,F,,,,,,
"$45,000",8957,2607,600,1000,300,3128,420,1140,0,1,0,P,42,M,,,,,,
"$84,242",15626,10428,3060,1300,2700,3650,3000,2580,2,2,1,B,50,M,,,,,,
"$24,000",2413,1564,120,1000,0,261,1440,240,0,1,1,S,36,F,,,,,,
"$52,684",9241,6778,2160,1600,2400,0,2400,1800,2,2,1,I,56,M,,,,,,
,88651,9125,4200,875,3600,1043,3000,420,0,2,1,B,44,F,,,,,,
"$40,830",,5214,240,2000,600,0,1200,3000,2,1,0,I,62,M,,,,,,
"$39,072",7288,2086,360,1400,0,0,300,1080,0,1,1,I,28,M,,,,,,
"$26,000",3544,1825,600,1100,600,0,1920,1680,0,1,1,I,33,M,,,,,,
"$77,939",12555,10428,960,2300,600,2086,3000,3600,2,3,1,B,41,M,,,,,,
"$56,189",8110,7821,1200,2400,1200,2086,4560,780,2,2,1,M,33,F,,,,,,
"$82,500",12830,18249,960,3350,960,1174,1200,690,5,2,1,B,34,F,,,,,,
"$64,827",10100,8342,1200,1600,720,0,1200,2400,2,2,1,M,47,M,,,,,,
"$27,155",0,4432,450,650,120,522,630,600,0,2,0,P,33,M,,,,,,
"$37,344",0,3129,720,700,480,1043,2400,1080,0,2,1,I,51,F,,,,,,
"$29,000",4407,5214,2400,1200,2400,2086,4800,9600,0,1,0,P,36,F,,,,,,
"$12,792",0,4171,0,140,960,0,0,600,0,1,0,S,42,F,,,,,,
"$58,538",8088,6257,420,1675,0,0,1290,900,2,2,1,B,28,F,,,,,,
"$7,802",0,4171,120,1800,120,0,840,240,0,1,1,P,38,F,,,,,,
"$59,068",8406,7039,960,850,480,2607,3420,1200,1,2,0,I,18,M,,,,,,
"$52,460",0,7821,360,1400,720,521,360,960,0,2,1,B,32,F,,,,,,
"$81,284",14054,10428,1200,1600,480,522,3000,3000,,2,1,I,43,F,,,,,,
"$55,480",7246,9385,300,1065,360,521,2400,840,2,2,1,B,53,M,,,,,,
"$68,500",11767,5735,600,1320,0,678,9000,1560,0,2,1,B,22,F,,,,,,
"$35,000",,3650,600,900,600,521,1200,300,0,1,1,P,52,F,,,,,,
"$72,500",15202,7821,960,1250,900,1304,2400,1080,0,3,1,I,20,F,,,,,,
"$54,158",8121,10428,480,1380,2160,521,2880,1200,3,2,1,I,59,M,,,,,,
"$65,242",10243,10428,480,3000,1200,1825,4800,1200,2,2,1,M,30,F,,,,,,
"$110,000",13215,13035,1080,3000,2400,2086,1800,1200,2,2,1,I,40,M,,,,,,
"$71,306",11423,4693,0,765,0,782,1260,1440,1,3,1,B,39,F,,,,,,
"$39,918",7529,6257,300,1400,120,521,480,240,0,1,1,I,56,F,,,,,,
"$53,600",7541,1564,180,600,0,104,480,720,0,2,0,M,51,F,,,,,,
"$79,543",15601,7821,360,1800,600,521,720,360,1,3,1,B,43,F,,,,,,
"$65,000",15202,7821,300,1500,600,0,1920,720,0,2,1,B,39,M,,,,,,
"$87,870",14787,9385,1200,2100,2400,3128,960,1920,0,3,0,B,32,F,,,,,,
"$12,940",0,3128,0,50,0,782,1200,600,0,1,1,P,20,M,,,,,,
"$187,830",61927,7821,2400,1250,1800,2086,7200,2400,0,2,1,M,32,F,,,,,,
"$66,000",11094,8343,750,1100,720,2607,1320,2700,0,2,1,B,32,M,,,,,,
"$12,532",0,6257,0,107,300,0,1176,0,0,1,1,P,37,M,,,,,,
"$69,300",12241,7821,0,3000,600,1564,1440,1440,0,2,1,I,51,F,,,,,,
"$86,000",16792,6257,1320,1500,1200,1564,2400,1200,0,2,1,B,33,M,,,,,,
"$29,691",2715,5214,360,,2400,0,0,840,1,1,0,P,33,F,,,,,,
,67500,11732,1200,1500,2700,0,2100,2100,2,2,1,P,35,M,,,,,,
"$108,473",20820,3128,180,60,144,0,360,600,0,2,1,M,46,M,,,,,,
"$115,774",26125,6257,1800,630,360,2607,1800,0,0,2,1,I,61,M,,,,,,
"$120,720",32993,10950,900,2500,6000,521,540,510,1,3,1,M,62,M,,,,,,
"$53,588",6983,9125,540,700,480,1043,2100,1680,2,2,1,I,27,F,,,,,,
"$26,900",0,2607,84,1000,600,521,360,1200,0,1,1,S,48,M,,,,,,
"$89,017",26599,6778,240,1100,2400,0,2400,2400,1,3,1,B,40,M,,,,,,
"$40,585",931,15642,180,1100,0,1043,720,1200,0,3,1,P,43,M,,,,,,
"$58,117",0,6257,480,1440,0,869,2480,1320,1,6,0,I,18,F,,,,,,
"$174,550",49391,7821,4800,1200,1200,1825,2040,1740,0,3,1,B,29,F,,,,,,
"$31,560",0,6257,360,935,420,1564,1200,1380,0,2,1,I,45,M,,,,,,
"$21,740",0,6518,120,1140,900,3128,2400,1080,0,2,1,I,26,F,,,,,,
"$61,436",9354,7821,120,2000,120,0,360,180,1,2,1,I,58,F,,,,,,
"$11,440",0,3128,0,500,0,0,480,0,0,,0,P,32,M,,,,,,
"$22,760",0,6909,300,1360,120,131,1800,960,0,2,1,I,20,M,,,,,,
,0,5214,600,1200,600,521,3600,2400,0,2,1,I,48,F,,,,,,
"$22,828",0,7300,0,3480,600,1043,1470,1200,0,2,1,P,35,M,,,,,,
"$17,922",0,6257,360,1800,300,261,3600,1200,0,2,1,P,45,M,,,,,,
"$15,000",0,5214,0,700,0,0,240,360,0,1,1,P,20,F,,,,,,
"$49,150",7415,5214,0,150,0,0,1920,1200,0,2,1,I,33,M,,,,,,
"$10,920",0,1564,96,1160,0,0,120,0,0,1,0,S,55,F,,,,,,
"$41,370",4111,9385,960,2000,1200,1304,1200,2640,2,1,1,I,23,F,,,,,,
"$84,870",16618,5214,1200,1535,480,2086,1080,900,0,2,1,I,35,M,,,,,,
"$68,800",13588,15642,540,1750,1200,2607,3000,1800,0,1,1,I,28,F,,,,,,
"$48,860",6594,10428,0,2200,0,0,1800,720,2,1,1,S,35,M,,,,,,
"$14,180",0,4171,240,1200,720,261,1200,1680,0,2,0,S,52,F,,,,,,
"$112,000",24158,7821,960,1350,1200,391,3000,1200,0,2,1,M,55,F,,,,,,
"$13,728",0,4171,0,280,0,2607,480,0,0,2,0,P,41,F,,,,,,
"$15,948",0,2086,180,630,600,209,0,300,0,1,0,S,52,M,,,,,,
,0,2086,0,640,120,0,0,360,0,1,0,P,22,M,,,,,,
"$40,330",0,7821,240,2200,1200,1564,2400,960,1,3,1,S,53,M,,,,,,
"$34,062",0,7821,0,120,600,0,1200,1200,4,1,1,P,47,F,,,,,,
"$25,000",3235,5214,300,1800,240,0,360,480,0,1,1,P,28,F,,,,,,
"$10,800",0,2607,0,610,0,0,300,0,0,1,1,S,54,M,,,,,,
"$58,414",5273,10428,600,1700,600,1043,960,1320,2,2,1,I,32,F,,,,,,
"$23,940",0,5214,600,680,600,0,600,900,0,2,0,S,44,F,,,,,,
"$27,816",0,3650,210,1050,60,521,900,1260,0,3,1,I,33,M,,,,,,
"$44,832",5358,7821,0,960,1800,0,0,720,0,2,1,P,33,M,,,,,,
"$11,440",0,10428,0,150,240,2607,0,0,0,1,0,S,41,F,,,,,,
"$157,333",41342,10428,2100,2500,2700,0,3900,2580,0,3,1,B,39,F,,,,,,
"$40,488",3277,6909,4980,0,150,0,120,780,0,2,1,S,25,M,,,,,,
"$54,258",0,7821,1200,1500,2100,521,1800,660,0,2,1,S,49,F,,,,,,
"$50,000",5028,5214,1200,650,840,782,840,840,0,2,1,I,33,M,,,,,,
"$30,000",4187,5214,0,2800,600,0,720,1080,0,2,1,I,40,M,,,,,,
"$148,800",38341,7821,1200,500,1200,1564,960,1800,0,2,0,M,37,F,,,,,,
"$116,600",25465,7039,3600,1100,7200,1825,2100,2280,0,2,0,I,60,M,,,,,,
"$60,300",13308,10428,960,1590,780,1173,3000,1200,0,2,1,B,54,F,,,,,,
"$65,200",15282,1825,600,1500,1200,0,480,360,0,1,0,B,34,F,,,,,,
"$71,772",13987,10428,1800,1900,1200,0,3000,3000,2,2,1,B,53,F,,,,,,
"$93,784",4209,10428,540,1600,0,2086,1200,720,2,2,1,M,64,F,,,,,,
"$146,205",38655,6257,2400,1200,1200,1043,2400,1200,0,2,1,M,35,M,,,,,,
"$21,410",0,7821,720,140,240,2086,1200,1800,0,2,1,S,29,M,,,,,,
"$75,000",13648,7821,240,1400,60,1043,960,720,0,2,1,B,52,M,,,,,,
"$98,800",20967,6518,960,975,600,782,4140,960,0,3,1,M,58,M,,,,,,
"$123,350",25345,15642,1200,3000,1200,913,3600,1200,0,4,1,I,40,F,,,,,,
